NHSWEID,SOURCE,ORIGID,CN,STANAME,LAT,LON,ELEV,START,END,VALIDYEARS,rhonull,rhomax,Tbarstar,VP_DJF,meanmaxHS,meanpeakSWE,meanmaxSCD
10001,ECA&D,1,SE,VAEXJOE,56.86667,14.8,166,19490901,20190430,65,147,378,0.5002,0.46,0.25,49,51
10002,ECA&D,2,SE,FALUN,60.61667,15.61667,160,19490901,20220831,73,128,363,0.2402,0.37,0.42,90,96
10003,ECA&D,3,SE,STENSELE,65.06667,17.16639,325,19490901,20040430,54,103,348,-0.1006,0.2467,0.75,167,175
10004,ECA&D,4,SE,LINKOEPING,58.4,15.53306,93,19490901,20220831,73,146,376,0.4608,0.4567,0.27,51,48
10005,ECA&D,5,SE,LINKOEPING-MALMSLAETT,58.4,15.53306,93,19490901,20220831,73,146,376,0.4608,0.4567,0.26,54,45
10006,ECA&D,6,SE,KARLSTAD,59.35,13.46667,46,19491030,20220831,47,142,376,0.4184,0.44,0.35,72,65
10007,ECA&D,7,SE,KARLSTAD-AIRPORT,59.44444,13.3375,107,19490901,19971215,49,138,365,0.3119,0.42,0.32,63,58
10008,ECA&D,8,SE,OESTERSUND,63.18306,14.48306,376,19490901,20111204,63,119,355,0.0924,0.3267,0.52,114,135
10009,ECA&D,10,SE,STOCKHOLM,59.35,18.05,44,19491215,20220831,73,150,374,0.4562,0.4767,0.23,44,49
10010,ECA&D,48,DE,HOHENPEISSENBERG,47.80167,11.01167,977,19490901,20220831,73,149,397,0.5959,0.47,0.49,120,64
10011,ECA&D,58,DE,ZUGSPITZE,47.42194,10.98667,2964,19490901,20220831,59,96,432,-0.6977,0.2133,3.91,1365,275
10012,ECA&D,74,RU,ELAT'MA,54.95,41.76667,132,19490901,20081222,60,105,358,0.1929,0.26,0.4,74,127
10013,ECA&D,75,RU,XOSEDA-XARD,67.08305,59.38306,82,19490901,20081101,59,76,318,-0.4442,0.1167,0.72,149,215
10014,ECA&D,77,RU,KALININGRAD,54.7,20.61667,20,19490901,20081231,60,151,383,0.5676,0.4833,0.22,42,42
10015,ECA&D,79,RU,KEM'-PORT,64.98306,34.81639,7,19490901,20081119,56,103,337,-0.0584,0.2467,0.41,79,159
10016,ECA&D,88,RU,NAR'YAN-MAR,67.63306,53.03305,10,19490901,20081031,58,83,320,-0.3745,0.15,0.63,124,205
10017,ECA&D,93,RU,PETROPAVLOVSK,54.83306,69.15,142,19490901,20081205,52,83,341,-0.0076,0.15,0.41,72,134
10018,ECA&D,95,RU,PSKOV,57.81667,28.33306,43,19490901,20081217,60,122,364,0.2988,0.34,0.31,57,89
10019,ECA&D,96,RU,SARATOV,51.56667,45.03305,151,19490901,20061222,53,103,361,0.2068,0.2467,0.44,83,112
10020,ECA&D,97,RU,SMOLENSK,54.75,32.06667,236,19490901,20081208,60,116,362,0.2472,0.3133,0.38,73,119
10021,ECA&D,103,RU,VELIKIE LUKI,56.35,30.61667,97,19490901,20081222,60,120,360,0.2777,0.33,0.26,44,87
10022,ECA&D,178,NO,BARKESTAD,68.81667,14.8,3,19490901,20080108,58,143,383,0.3901,0.4433,0.57,137,96
10023,ECA&D,179,NO,BJOERNOEYA,74.51667,19.01667,16,19491014,20151214,9,117,309,-0.6156,0.3167,0.47,85,170
10024,ECA&D,180,NO,LIEN I SELBU,63.20889,11.11556,255,19490901,20100831,61,126,365,0.1722,0.36,0.59,138,104
10025,ECA&D,181,NO,MESTAD I ODDERNES,58.21528,7.890556,151,19490901,20220831,73,152,405,0.5523,0.4867,0.76,201,76
10026,ECA&D,183,NO,NORD ODAL,60.38833,11.56028,147,19490901,20220831,73,122,363,0.1936,0.34,0.52,115,106
10027,ECA&D,184,NO,HALDEN,59.1225,11.38833,8,19490901,20220831,21,149,378,0.5261,0.47,0.18,32,52
10028,ECA&D,185,NO,SUOLOVUOPMI,69.58806,23.53167,377,19490901,20220831,71,95,332,-0.3424,0.21,0.85,199,211
10029,ECA&D,186,NO,SVALBARD AIRPORT,78.25,15.46667,28,19760901,20220831,32,88,309,-0.777,0.1767,0.29,49,163
10030,ECA&D,187,NO,HOPEN,76.5,25.06667,6,19490901,20210831,10,148,309,-0.803,0.4667,0.48,97,177
10031,ECA&D,188,NO,GLOMFJORD,66.81667,13.98306,39,19860901,20030228,17,134,375,0.3028,0.3967,0.56,133,76
10032,ECA&D,190,NO,KARASJOK,69.46667,25.50306,129,19490901,20220831,73,92,325,-0.2809,0.1967,0.57,110,189
10033,ECA&D,191,NO,KJOEREMSGRENDE,62.1,9.05,626,19720901,20091128,38,118,342,-0.0606,0.3233,0.53,119,144
10034,ECA&D,193,NO,OSLO BLINDERN,59.94278,10.72056,94,19490901,20220831,73,142,375,0.4015,0.4367,0.38,88,88
10035,ECA&D,196,NO,NESBYEN-SKOGLUND,60.56833,9.121667,167,19490901,20220831,73,111,355,0.1072,0.2867,0.5,104,128
10036,ECA&D,197,NO,BULKEN,60.64583,6.223333,323,19490901,20220831,70,140,393,0.4181,0.4267,0.76,211,110
10037,ECA&D,200,LT,KAUNAS,54.88306,23.83306,77,19490901,19931220,45,144,370,0.4266,0.4467,0.2,35,60
10038,ECA&D,202,LT,VILNIUS,54.63306,25.1,156,19490901,19931222,44,136,370,0.3756,0.4067,0.3,54,79
10039,ECA&D,204,PL,BIALYSTOK,53.10695,23.16194,148,19510101,20220831,72,142,377,0.471,0.44,0.28,51,50
10040,ECA&D,252,UA,KIEV,50.4,30.53306,166,19490901,19950831,46,131,382,0.512,0.3867,0.31,63,61
10041,ECA&D,264,NO,OKSOEY FYR,58.06667,8.050556,9,19570101,19990325,19,171,413,0.7751,0.58,0.51,129,57
10042,ECA&D,266,NO,BODOE VI,67.26694,14.35889,11,19540101,20120321,35,140,377,0.4011,0.4267,0.43,92,54
10043,ECA&D,268,EE,VORU,57.84583,27.01917,82,19490901,20220420,73,125,362,0.3171,0.3567,0.24,40,69
10044,ECA&D,298,GL,ILULISSAT,69.22,-51.1,39,19610530,19811106,21,85,309,-0.6319,0.16,0.84,190,217
10045,ECA&D,299,GL,TASIILAQ,65.59972,-37.63306,50,19580311,20041129,22,111,351,-0.4886,0.2867,1.6,411,212
10046,ECA&D,328,NO,TROMSO,69.65389,18.92806,100,19490901,20220831,73,124,386,0.115,0.35,1.2,358,169
10047,ECA&D,330,NO,FOKSTUA,62.11667,9.283056,952,19680901,20220831,54,110,334,-0.1987,0.2833,0.62,125,172
10048,ECA&D,331,NO,TORUNGEN FYR,58.38306,8.791667,12,19570109,19610831,5,158,401,0.5389,0.5167,0.71,175,66
10049,ECA&D,334,SK,POPRAD/TATRY,49.06667,20.23306,694,19510112,20220831,72,134,369,0.4076,0.4,0.22,40,43
10050,ECA&D,338,SE,KVIKKJOKK-ARRENJARKA,66.8875,18.01778,314,19610520,20081024,48,99,349,-0.1996,0.23,0.97,248,198
10051,ECA&D,339,SE,HAPARANDA,65.82694,24.14389,5,19490901,20220831,73,109,354,-0.0327,0.2767,0.75,157,162
10052,ECA&D,341,SE,MALUNG,60.68139,13.69944,308,19491105,20161130,68,120,357,0.0867,0.3333,0.58,133,121
10053,ECA&D,396,PL,ELBLAG,54.22306,19.54333,189,19510107,20220731,72,153,383,0.5165,0.49,0.33,66,58
10054,ECA&D,397,AM,GUMRI,40.78,43.83,1523,19490901,19920807,42,121,368,0.3613,0.3367,0.29,54,82
10055,ECA&D,399,BY,MINSK,53.87,27.53,222,19490901,20071231,59,126,369,0.3588,0.36,0.31,61,89
10056,ECA&D,409,KZ,URALSK,51.25,51.4,36,19490901,20051130,53,97,358,0.2116,0.22,0.35,59,116
10057,ECA&D,426,SE,UPPSALA,59.86,17.63,13,19490901,20220831,73,141,370,0.384,0.4333,0.3,60,64
10058,ECA&D,446,LV,RIGA,56.9625,24.04,17,19490901,20220731,63,142,371,0.427,0.4367,0.23,42,56
10059,ECA&D,466,SE,HARNOSAND,62.63306,17.93306,15,19490901,20220831,72,128,365,0.1977,0.37,0.54,125,115
10060,ECA&D,488,DE,FICHTELBERG,50.42917,12.95528,1213,19490901,20220831,73,136,401,0.1813,0.41,1.41,408,145
10061,ECA&D,490,DE,HOF,50.31306,11.8775,565,19490901,20220831,73,152,383,0.5479,0.4867,0.25,51,39
10062,ECA&D,496,DE,KEMPTEN,47.72417,10.33639,705,19491028,20220831,73,151,392,0.6019,0.48,0.37,78,40
10063,ECA&D,653,BY,BREST,52.11667,23.68306,146,19490901,20220831,73,141,379,0.5327,0.4333,0.19,33,41
10064,ECA&D,752,PL,OLSZTYN,53.76833,20.42139,133,19510103,20220831,72,150,378,0.5077,0.4767,0.24,46,42
10065,ECA&D,812,DE,KAHLER ASTEN (WST),51.18167,8.49,839,19490901,20220531,73,150,395,0.4308,0.4767,0.78,196,80
10066,ECA&D,927,PL,WLODAWA,51.55305,23.52917,177,19510101,20220831,72,142,376,0.4993,0.4367,0.2,35,40
10067,ECA&D,933,PL,LESKO,49.46639,22.34167,420,19540901,20220831,68,140,387,0.5641,0.4267,0.32,64,42
10068,ECA&D,953,NO,NESBYEN-TODOKK,60.56694,9.133333,166,19490901,20220831,73,114,354,0.0944,0.3,0.49,104,126
10069,ECA&D,955,NO,SUOLOVUOPMI-LULIT,69.57944,23.53417,381,19490901,20220831,71,96,332,-0.344,0.2167,0.85,201,214
10070,ECA&D,978,LV,KOLKA,57.74667,22.58944,5,19490901,20220831,72,147,375,0.4826,0.46,0.2,38,51
10071,ECA&D,986,LV,ALUKSNE,57.43917,27.03528,197,19490901,20220831,73,124,362,0.2547,0.35,0.37,70,98
10072,ECA&D,990,LV,SALDUS,56.67528,22.50333,112,19490901,20220831,63,142,368,0.4001,0.4367,0.2,38,55
10073,ECA&D,1001,LV,DAUGAVPILS,55.93417,26.65917,125,19490901,20220831,72,128,362,0.3174,0.37,0.22,37,65
10074,ECA&D,1040,NO,ROROS,62.56694,11.38333,628,19520422,20220831,71,106,349,-0.1243,0.2633,0.81,183,173
10075,ECA&D,1041,NO,KONGSBERG IV,59.66306,9.65,168,19540501,20220831,68,123,379,0.273,0.3433,0.73,183,124
10076,ECA&D,1042,NO,LYNGOR FYR,58.63333,9.150278,4,19580901,19891214,4,156,397,0.5753,0.5033,0.52,112,62
10077,ECA&D,1043,NO,TVEITSUND,59.02694,8.520556,252,19570120,20080411,52,133,384,0.3697,0.3933,0.64,159,110
10078,ECA&D,1047,NO,SAUDA,59.64833,6.363056,5,19490901,20220831,73,158,391,0.5559,0.5133,0.44,109,62
10079,ECA&D,1048,NO,GARDERMOEN,60.20639,11.08028,202,19490901,20220831,72,122,370,0.21,0.34,0.64,150,111
10080,ECA&D,1051,NO,TAFJORD,62.23333,7.416667,15,19490901,20220831,73,141,392,0.5515,0.4333,0.47,98,42
10081,ECA&D,1052,NO,VAERNES,63.5,10.89,12,19490901,20220818,73,142,371,0.3717,0.4367,0.33,68,53
10082,ECA&D,1053,NO,RENA - HAUGEDALEN,61.15917,11.4425,240,19570428,20121127,57,118,365,0.0481,0.32,0.84,208,156
10083,ECA&D,1054,NO,KJOBLI I SNAASA,64.16,12.47,195,19490901,20211121,69,127,365,0.1291,0.3667,0.68,173,137
10084,ECA&D,1056,NO,SKROVA FYR,68.15028,14.65056,11,19540101,20200316,56,147,374,0.3556,0.4633,0.43,97,52
10085,ECA&D,1057,NO,BARDUFOSS,69.05889,18.54028,76,19511101,20220831,71,108,353,-0.0716,0.2733,0.81,205,162
10086,ECA&D,1058,NO,SIHCCAJAVRI,68.75528,23.53833,382,19490901,20220831,73,91,320,-0.36,0.19,0.61,110,208
10087,ECA&D,1060,NO,RUSTEFJELBMA,70.40028,28.20028,10,19540507,20130527,59,111,339,-0.2044,0.2867,0.73,171,183
10088,ECA&D,1342,RU,E'LISTA,46.36667,44.33306,151,19490901,20081212,59,134,374,0.4979,0.3967,0.16,25,43
10089,ECA&D,1383,PL,ZAKOPANE,49.3,19.95,857,19510107,20220831,72,129,381,0.3657,0.3767,0.59,140,79
10090,ECA&D,1409,SE,KARESUANDO,68.44194,22.45028,330,19490901,20220831,67,96,331,-0.2792,0.2167,0.71,150,197
10091,ECA&D,1410,SE,JONKOPING,57.76667,14.18306,98,19491101,20220831,32,152,370,0.4145,0.4867,0.24,51,47
10092,ECA&D,1411,SE,PAJALA,67.20972,23.39278,168,19510517,20080703,57,96,346,-0.1721,0.2133,0.83,182,189
10093,ECA&D,1412,SE,LULEA FLYGPLATS,65.54305,22.11917,17,19490901,20211124,72,109,356,-0.0104,0.28,0.76,187,158
10094,ECA&D,1413,SE,HARSFJARDEN,59.07,18.12,4,19530901,20220731,69,151,377,0.4494,0.4833,0.31,69,51
10095,ECA&D,1422,SE,BORAS,57.76,12.95,135,19500306,20220831,72,155,379,0.4998,0.5,0.27,54,53
10096,ECA&D,1425,SE,OREBRO 1,59.24,15.29,35,19490901,20220831,69,140,373,0.4004,0.43,0.31,64,62
10097,ECA&D,1426,SE,FORSE,63.14,16.98972,120,19510430,20220831,56,114,356,0.0707,0.3,0.58,125,138
10098,ECA&D,1427,SE,JACKVIK,66.37972,17,430,19490901,20220831,19,99,346,-0.245,0.23,0.98,248,195
10099,ECA&D,1428,SE,ARJEPLOG A,66.05222,17.84306,431,19490901,19991116,46,101,346,-0.1822,0.24,0.87,211,196
10100,ECA&D,1429,SE,JOKKMOKK,66.62972,19.64,254,19490901,20180630,68,96,345,-0.185,0.2167,0.84,186,190
10101,ECA&D,1430,SE,VITTANGI,67.68,21.63,250,19590901,20201121,29,96,339,-0.2502,0.2167,0.84,188,190
10102,ECA&D,1482,UA,LUBNY,50.02,33,156,19490901,20051231,57,128,373,0.4484,0.37,0.24,44,64
10103,ECA&D,1513,UA,VINNYTSIA,49.23306,28.6,298,19490901,20051231,57,134,374,0.4422,0.3967,0.26,50,57
10104,ECA&D,1594,UA,KHARKIV,49.96667,36.13306,155,19510320,20051231,55,125,372,0.4329,0.3567,0.24,43,62
10105,ECA&D,1615,UA,DEBALTSEVE,48.4,38.4,335,19490901,20051218,52,124,369,0.4034,0.35,0.22,36,59
10106,ECA&D,1687,HR,ZAVIZAN,44.81667,14.98306,1594,19530901,20220831,69,131,417,0.2494,0.3833,1.65,502,136
10107,ECA&D,1752,SI,KREDARICA,46.37833,13.84889,2513,19610623,20220831,61,104,453,-0.4505,0.2533,3.89,1410,249
10108,ECA&D,2006,DE,BROCKEN,51.8,10.62,1142,19490901,20220831,73,140,415,0.2353,0.4267,1.64,494,138
10109,ECA&D,2023,PL,KETRZYN,54.07,21.37,108,19660103,20220831,57,149,379,0.5052,0.47,0.25,49,41
10110,ECA&D,2028,PL,MLAWA,53.10417,20.36083,147,19610101,20220831,62,149,378,0.5224,0.4733,0.2,34,39
10111,ECA&D,2215,NO,ANDOYA,69.3,16.14972,14,19490901,20151225,16,136,374,0.2581,0.41,0.63,146,66
10112,ECA&D,2260,SE,GUNNARN,65.00723,17.70833,280,19490901,20150701,64,100,349,-0.0975,0.2367,0.76,176,172
10113,ECA&D,2263,SE,MALILLA,57.39167,15.91333,100,19491210,20120831,63,146,377,0.4457,0.4567,0.34,78,54
10114,ECA&D,2574,NO,FOKSTUGU,62.11417,9.286944,972,19680901,20220831,54,110,332,-0.228,0.2833,0.62,125,172
10115,ECA&D,2575,NO,KONGSBERG II/III,59.66306,9.648056,171,19540501,20220831,68,123,379,0.273,0.3433,0.73,183,124
10116,ECA&D,2576,NO,KONGSBERG BRANNSTASJON,59.62444,9.637778,170,19540501,20220831,68,127,381,0.2933,0.3633,0.73,186,124
10117,ECA&D,2577,NO,NESBYEN,60.56667,9.1,164,19490901,20220831,73,123,355,0.1071,0.3467,0.5,110,128
10118,ECA&D,2579,NO,ROROS AIRPORT,62.57694,11.35167,625,19520422,20220831,71,114,349,-0.1259,0.3033,0.81,188,173
10119,ECA&D,2580,NO,RENA,61.13306,11.38306,225,19570428,20121127,57,116,365,0.0458,0.3133,0.84,207,157
10120,ECA&D,2583,NO,HVALER,59.03583,11.05167,17,19570105,20190702,63,149,384,0.582,0.4733,0.21,40,42
10121,ECA&D,2584,NO,BREKKE SLUSE,59.14778,11.55944,114,19570108,20220831,65,140,375,0.4311,0.4267,0.3,61,67
10122,ECA&D,2585,NO,BATEROD,59.30778,11.13139,31,19570108,20220831,66,142,376,0.4753,0.4367,0.24,44,49
10123,ECA&D,2586,NO,IGSI I HOBOL,59.63556,11.04778,144,19570109,20220831,66,129,374,0.3563,0.3733,0.43,87,84
10124,ECA&D,2587,NO,RADE - TOMB,59.31667,10.81667,14,19570108,19711230,16,143,382,0.4645,0.4433,0.4,80,74
10125,ECA&D,2588,NO,ORJE,59.48083,11.65167,123,19490901,20220831,73,134,372,0.3735,0.4,0.35,71,74
10126,ECA&D,2589,NO,RYGGE,58.38306,10.78806,40,19550301,20060831,52,81,401,NaN,NaN,0.33,53,60
10127,ECA&D,2590,NO,SARPSBORG,59.28556,11.11444,57,19490901,20220101,72,143,379,0.4874,0.4433,0.3,60,53
10128,ECA&D,2591,NO,STROMSFOSS SLUSE,59.30056,11.66056,113,19490901,20220831,73,135,374,0.4023,0.4033,0.34,67,50
10129,ECA&D,2592,NO,MOSS,59.43389,10.66667,31,19570108,20220831,66,149,380,0.4656,0.4733,0.35,76,56
10130,ECA&D,2593,NO,MOSS BRANNSTASJON,59.44278,10.68417,32,19570108,20220831,66,144,379,0.4547,0.4467,0.35,74,56
10131,ECA&D,2594,NO,ASKER,59.85583,10.43667,163,19570418,20220531,59,131,384,0.3441,0.3867,0.69,177,110
10132,ECA&D,2595,NO,EIDSVOLL VERK,60.29806,11.16306,181,19490901,20150601,66,130,372,0.2176,0.38,0.67,166,125
10133,ECA&D,2596,NO,BJORNHOLT,60.05083,10.68639,360,19540901,20220831,68,126,383,0.2016,0.36,0.97,263,147
10134,ECA&D,2597,NO,KJELSAS I SORKEDALEN,60.03695,10.59778,319,19490901,20090415,60,129,385,0.2609,0.3733,0.89,230,133
10135,ECA&D,2598,NO,MARIDALSOSET,59.96889,10.79306,173,19490901,20220831,73,130,374,0.3117,0.38,0.53,126,100
10136,ECA&D,2599,NO,NORDSTRAND,59.87278,10.7925,118,19490901,20220831,73,135,375,0.3857,0.4033,0.41,91,78
10137,ECA&D,2600,NO,TRYVASSHOGDA,59.98444,10.66917,514,19490901,20220629,54,125,386,0.1885,0.3567,1.06,281,151
10138,ECA&D,2601,NO,ATNSJOEN,61.89028,10.14167,749,19540430,20220831,69,116,350,-0.0543,0.31,0.71,165,179
10139,ECA&D,2602,NO,BLANKTJERNMOEN I KVIKNE,62.43278,10.41694,690,19570521,20220831,65,116,352,-0.0777,0.31,0.79,174,179
10140,ECA&D,2603,NO,DREVSJO,61.88694,12.04806,672,19490901,20220831,73,109,340,-0.1578,0.28,0.68,149,169
10141,ECA&D,2604,NO,JONSBERG LANDBRUKSSKOLE,60.75083,11.20639,218,19570109,20120630,55,123,360,0.1564,0.3467,0.51,112,115
10142,ECA&D,2605,NO,KISE PA HEDMARK,60.78056,10.81167,128,19570109,19991206,44,118,361,0.1853,0.32,0.48,102,121
10143,ECA&D,2606,NO,KVIKNE I OSTERDAL,62.59667,10.27139,550,19570517,20220831,64,117,349,-0.0384,0.3167,0.65,159,157
10144,ECA&D,2607,NO,NES PA HEDMARK,60.79139,10.95889,205,19490901,20170831,68,130,365,0.2223,0.38,0.49,115,119
10145,ECA&D,2608,NO,PLASSEN,61.13556,12.50528,333,19680901,20220831,54,114,355,-0.005,0.3033,0.71,169,153
10146,ECA&D,2609,NO,BEITO,61.24306,8.855556,754,19570109,20220831,66,123,352,-0.1278,0.3433,0.88,229,156
10147,ECA&D,2610,NO,BIRI,60.95278,10.59694,190,19570421,20220831,65,118,375,0.1922,0.32,0.8,196,148
10148,ECA&D,2611,NO,ABJORSBRATEN,60.91806,9.290278,639,19490901,20171104,69,111,358,-0.0238,0.2867,0.84,211,173
10149,ECA&D,2612,NO,BOVERDAL,61.72055,8.244167,701,19570512,20220831,65,116,345,-0.0956,0.31,0.67,144,159
10150,ECA&D,2613,NO,ESPEDALEN,61.41667,9.534444,752,19570410,20180630,62,108,350,-0.1528,0.2733,0.9,223,177
10151,ECA&D,2614,NO,LUNNER,60.29417,10.58028,372,19490901,20220831,72,122,370,0.1844,0.34,0.7,169,124
10152,ECA&D,2615,NO,ODNES,60.80056,10.11694,156,19570422,20090501,52,118,375,0.1849,0.3233,0.8,197,159
10153,ECA&D,2616,NO,PRESTSTULEN,61.92139,9.013056,823,19570501,20220831,66,112,340,-0.159,0.2933,0.68,160,176
10154,ECA&D,2617,NO,REINLI,60.83528,9.493056,628,19570121,20220831,66,114,365,0.038,0.3,0.86,223,159
10155,ECA&D,2618,NO,SKJAK,61.90167,8.171944,432,19490901,20220831,73,123,357,0.1751,0.3467,0.4,81,125
10156,ECA&D,2619,NO,SKJAK II,61.87778,8.471667,372,19570109,20220831,66,122,347,0.1322,0.34,0.27,49,86
10157,ECA&D,2620,NO,OSTRE TOTEN - APELSVOLL,60.7,10.86667,264,19570414,19870831,31,120,372,0.1931,0.3333,0.71,175,147
10158,ECA&D,2621,NO,VANG I VALDRES,61.12583,8.581667,477,19490901,20220831,73,120,353,0.0622,0.3333,0.53,115,111
10159,ECA&D,2622,NO,VAGA - KLONES,61.86278,9.083333,371,19570109,20110812,52,120,350,0.084,0.33,0.41,83,145
10160,ECA&D,2623,NO,ASK PA RINGERIKE,60.13917,10.17667,77,19570109,20180630,62,133,367,0.3126,0.3933,0.36,73,89
10161,ECA&D,2624,NO,BAKKO I HOL,60.67805,8.010833,969,19570521,20220831,64,116,363,-0.2068,0.31,1.3,378,194
10162,ECA&D,2625,NO,GEILO,60.53167,8.148056,841,19490901,20220831,73,121,358,-0.0795,0.3367,0.95,242,178
10163,ECA&D,2626,NO,GRIMELI I KRODSHERAD,60.13778,9.596667,367,19570419,20220831,65,119,373,0.1209,0.3267,0.89,228,142
10164,ECA&D,2627,NO,GULSVIK II,60.38278,9.606667,142,19570109,20220610,65,120,366,0.1891,0.33,0.58,131,116
10165,ECA&D,2628,NO,HIASEN I SIGDAL,60.01194,9.51,402,19490901,20130621,64,120,376,0.1336,0.33,0.93,244,148
10166,ECA&D,2629,NO,HOLE,60.10889,10.29667,66,19570109,20180630,62,140,366,0.3223,0.43,0.31,63,69
10167,ECA&D,2630,NO,AL III,60.63833,8.565833,706,19570430,20220831,65,114,365,0.0269,0.3033,0.88,235,171
10168,ECA&D,2631,NO,SOKNA II,60.23806,9.925833,140,19570412,20220831,66,125,375,0.22,0.3533,0.72,181,139
10169,ECA&D,2632,NO,TUNHOVD,60.46333,8.7525,870,19570417,20220831,66,110,344,-0.1124,0.2833,0.66,156,155
10170,ECA&D,2633,NO,HEDRUM,59.19556,9.968056,31,19490901,20220831,73,140,391,0.5165,0.43,0.52,121,77
10171,ECA&D,2634,NO,LARVIK,59.05305,10.02694,28,19730401,20220811,37,149,386,0.5493,0.47,0.33,71,53
10172,ECA&D,2636,NO,BORSAE,59.38,7.828889,74,19500328,20130414,42,120,373,0.0637,0.3333,1,275,136
10173,ECA&D,2637,NO,FOLDSAE,59.32389,8.151944,532,19570121,20220831,66,122,376,0.2209,0.34,0.76,195,135
10174,ECA&D,2638,NO,GVARV,59.38306,9.183056,26,19490901,19890731,40,134,383,0.427,0.3967,0.5,118,120
10175,ECA&D,2639,NO,GVARV - LINDEM,59.38667,9.201667,71,19890901,20220629,18,136,373,0.4208,0.4067,0.28,59,72
10176,ECA&D,2640,NO,GVARV - NES,59.38306,9.201389,93,19890901,20220629,18,134,374,0.4309,0.3967,0.28,58,72
10177,ECA&D,2641,NO,HOIDALEN I SOLUM,59.14417,9.266944,113,19570414,20220831,66,136,394,0.4498,0.4067,0.72,186,124
10178,ECA&D,2642,NO,KILEGREND,59.00917,8.273333,287,19570121,20180629,62,134,385,0.3441,0.3967,0.71,187,107
10179,ECA&D,2643,NO,LIFJELL,59.455,9.036944,354,19490901,20110630,62,134,387,0.2902,0.3967,0.88,231,139
10180,ECA&D,2644,NO,MOGEN,60.01805,7.914444,954,19570520,20211029,65,120,356,-0.1938,0.3333,1.12,309,193
10181,ECA&D,2645,NO,NOTODDEN,59.55,9.264167,34,19570110,20220831,66,132,375,0.3893,0.39,0.39,86,92
10182,ECA&D,2646,NO,POSTMYR I DRANGEDAL,59.26444,8.775,464,19490901,20220831,73,123,390,0.2495,0.3433,1.03,285,141
10183,ECA&D,2647,NO,RAULAND,59.70444,8.036389,715,19490901,20220831,73,120,365,0.0551,0.33,0.84,214,152
10184,ECA&D,2648,NO,RJUKAN,59.87917,8.576389,300,20040901,20220831,18,127,358,0.1477,0.3667,0.48,103,84
10185,ECA&D,2649,NO,TUDDAL,59.74528,8.81,464,19490901,20220831,72,120,373,0.1353,0.33,0.87,228,149
10186,ECA&D,2650,NO,GJERSTAD I AUST-AGDER,58.88694,8.948333,240,19570121,20180831,62,138,402,0.4053,0.4167,0.98,266,108
10187,ECA&D,2651,NO,HEREFOSS,58.51694,8.353333,85,19490901,20210630,72,150,396,0.4434,0.4767,0.77,207,97
10188,ECA&D,2652,NO,MYKLAND,58.63306,8.281667,245,19490901,20220831,73,140,393,0.3893,0.43,0.81,206,90
10189,ECA&D,2653,NO,TOVDAL,58.79306,8.234167,227,19490901,20220831,73,136,383,0.3405,0.4067,0.68,167,98
10190,ECA&D,2654,NO,BAKKE,58.41167,6.658056,75,19570105,20220831,66,162,395,0.6605,0.5367,0.31,73,45
10191,ECA&D,2655,NO,FEDAFJORDEN II,58.28167,6.818056,26,19570106,20220831,66,163,394,0.6981,0.54,0.23,48,39
10192,ECA&D,2656,NO,KJEVIK,58.20028,8.068056,12,19490901,20040831,55,157,393,0.5898,0.51,0.41,98,49
10193,ECA&D,2657,NO,RISNES I FJOTLAND,58.65778,6.946389,348,19490901,20220831,73,144,386,0.386,0.4467,0.66,166,115
10194,ECA&D,2658,NO,ASERAL,58.61555,7.406667,278,19490901,20220831,72,143,395,0.4081,0.4433,0.81,217,101
10195,ECA&D,2659,NO,VIGMOSTAD,58.22194,7.336944,38,19570109,20091214,53,158,400,0.6354,0.5167,0.48,121,73
10196,ECA&D,2660,NO,OVRE SIRDAL,58.94639,6.919167,582,19490901,20220715,73,137,391,0.213,0.4133,1.13,340,146
10197,ECA&D,2665,NO,HUNDSEID I VIKEDAL,59.55556,5.995556,159,19490901,20220831,73,151,394,0.5483,0.48,0.52,124,74
10198,ECA&D,2668,NO,MAUDAL,58.76583,6.369444,311,19570106,20220831,65,147,379,0.3915,0.4633,0.49,109,73
10199,ECA&D,2670,NO,SOYLAND I GJESDAL,58.68417,5.984444,263,19490901,20220831,73,157,390,0.5981,0.51,0.33,66,45
10200,ECA&D,2672,NO,SULDALSVATN,59.58833,6.808889,333,19490901,20220831,73,138,366,0.2307,0.4167,0.51,123,77
10201,ECA&D,2674,NO,EKSINGEDAL,60.80278,6.150278,450,19570509,20220831,65,137,404,0.235,0.4133,1.37,438,158
10202,ECA&D,2677,NO,FET I EIDFJORD,60.40833,7.279444,735,19570525,20220831,49,126,371,-0.0567,0.36,1.18,328,175
10203,ECA&D,2679,NO,GULLBRA,60.82889,6.25,579,19570510,20180630,61,131,391,0.1309,0.3867,1.27,395,165
10204,ECA&D,2682,NO,OVSTEDAL,60.68833,5.964444,316,19570501,20220831,66,145,411,0.4067,0.4533,1.2,377,144
10205,ECA&D,2683,NO,ROLDAL,59.82917,6.825278,393,19490901,20201225,72,134,386,0.1986,0.4,1.03,304,147
10206,ECA&D,2686,NO,ALFOTEN II,61.83167,5.668333,24,19490901,20220831,73,162,398,0.644,0.5333,0.43,99,40
10207,ECA&D,2688,NO,BOTNEN I FORDE,61.53583,6.060278,237,19570429,20220831,66,142,404,0.3273,0.44,1.19,368,137
