NHSWEID,SOURCE,ORIGID,CN,STANAME,LAT,LON,ELEV,START,END,VALIDYEARS,rhonull,rhomax,Tbarstar,VP_DJF,meanmaxHS,meanpeakSWE,meanmaxSCD
55901,GHCNd,USS0013E16S,US,Schwartz Lake,44.85,-113.84,2603,20100917,20220831,12,88,358,-0.1701,0.1767,1.12,297,207
55902,GHCNd,USS0013E18S,US,Meadow Lake,44.44,-113.32,2788.9,20160901,20220831,6,83,369,-0.2701,0.1533,1.58,437,231
55903,GHCNd,USS0013E23S,US,Lemhi Ridge,44.99,-113.44,2468.9,20010901,20220831,21,94,375,-0.0106,0.2033,1.2,328,204
55904,GHCNd,USS0013E27S,US,Hilts Creek,44.02,-113.47,2438.4,20030929,20220831,18,94,373,-0.0358,0.2033,1.19,306,195
55905,GHCNd,USS0013F03S,US,Bear Canyon,43.74,-113.94,2407.9,20100901,20220831,12,94,383,-0.0724,0.2033,1.52,391,191
55906,GHCNd,USS0013F04S,US,Garfield R.S.,43.61,-113.93,1999.5,20170901,20220829,5,104,382,0.1301,0.2533,1.07,245,148
55907,GHCNd,USS0013F09S,US,Swede Peak,43.63,-113.97,2328.7,20070917,20220831,15,97,386,0.0517,0.22,1.32,348,187
55908,GHCNd,USS0013F13S,US,Smiley Mountain,43.73,-113.83,2901.7,20010930,20220831,21,85,385,-0.2435,0.1633,1.9,551,237
55909,GHCNd,USS0013G01S,US,Howell Canyon,42.32,-113.62,2432.3,20010606,20220831,22,100,422,0.134,0.2333,2,633,202
55910,GHCNd,USS0013H05S,US,George Creek,41.92,-113.41,2744.7,20100901,20220831,12,95,402,0.0274,0.21,1.75,540,219
55911,GHCNd,USS0013M02S,US,Long Flat,37.51,-113.4,2438.4,20050901,20220831,17,104,392,0.4064,0.2533,0.76,194,111
55912,GHCNd,USS0013M04S,US,Little Grassy,37.49,-113.85,1859.3,20050901,20220831,17,118,403,0.6677,0.32,0.5,101,73
55913,GHCNd,USS0013M05S,US,Kolob,37.53,-113.05,2806,20010901,20220831,21,96,420,0.161,0.2167,1.91,576,180
55914,GHCNd,USS0013M06S,US,Gutz Peak,37.5,-113.94,2061.4,20040901,20220831,18,110,412,0.5969,0.2833,0.85,214,119
55915,GHCNd,USS0013M07S,US,Gardner Peak,37.4,-113.46,2536.5,20040901,20220831,18,104,415,0.4423,0.2533,1.22,345,167
55916,GHCNd,USS0014A11S,US,Grave Creek,48.91,-114.77,1310.6,20030901,20220831,19,115,392,0.098,0.3067,1.38,419,185
55917,GHCNd,USS0014A12S,US,Stahl Peak,48.91,-114.86,1837.9,20030909,20220831,19,100,445,-0.0675,0.2367,2.94,1042,256
55918,GHCNd,USS0014A14S,US,Hand Creek,48.31,-114.84,1534.7,20010901,20220831,21,113,382,0.1333,0.2967,1.06,303,172
55919,GHCNd,USS0014B04S,US,Blacktail Mtn,47.98,-114.35,1722.1,20100901,20220831,12,106,387,0.1678,0.2633,1.11,315,181
55920,GHCNd,USS0014B05S,US,Sleeping Woman,47.18,-114.33,1874.5,20020901,20220831,20,105,395,0.1043,0.2567,1.43,430,195
55921,GHCNd,USS0014C04S,US,Savage Pass,46.47,-114.63,1880.6,20000901,20220831,20,105,422,0.079,0.2567,2.11,719,226
55922,GHCNd,USS0014C05S,US,Lolo Pass,46.63,-114.58,1597.2,19990922,20220831,23,111,433,0.1584,0.29,2.22,754,205
55923,GHCNd,USS0014C12S,US,Twin Lakes,46.14,-114.51,1950.7,19990901,20220831,23,99,440,-0.0609,0.23,2.81,1001,226
55924,GHCNd,USS0014C13S,US,Twelvemile Creek,46.14,-114.45,1706.9,20010901,20220831,21,107,398,0.064,0.2667,1.58,469,179
55925,GHCNd,USS0014D02S,US,Nez Perce Camp,45.73,-114.48,1722.1,20030901,20220831,19,107,391,0.123,0.2667,1.31,385,193
55926,GHCNd,USS0014E01S,US,Mill Creek Summit,44.47,-114.49,2682.2,20110901,20220828,11,87,386,-0.218,0.1733,1.86,549,238
55927,GHCNd,USS0014E04S,US,Morgan Creek,44.84,-114.27,2316.5,20120918,20220831,10,94,363,-0.0642,0.2033,1.03,260,172
55928,GHCNd,USS0014F02S,US,Stickney Mill,43.86,-114.21,2264.7,20120901,20220831,8,96,357,-0.0186,0.2167,0.78,179,157
55929,GHCNd,USS0014F03S,US,Lost-Wood Divide,43.82,-114.26,2407.9,20080929,20220831,14,96,396,-0.0368,0.2167,1.74,496,201
55930,GHCNd,USS0014F04S,US,Vienna Mine,43.8,-114.85,2731,19990930,20220831,23,89,414,-0.1994,0.1833,2.48,815,238
55931,GHCNd,USS0014F08S,US,Dollarhide Summit,43.6,-114.67,2566.4,19990919,20220831,23,94,407,-0.0678,0.2033,2.06,658,223
55932,GHCNd,USS0014F11S,US,Soldier R.S.,43.48,-114.83,1749.6,19990526,20220829,24,111,391,0.2188,0.2867,1.1,291,142
55933,GHCNd,USS0014F12S,US,Galena Summit,43.87,-114.71,2676.1,19980624,20220831,24,89,390,-0.1731,0.1833,1.87,560,226
55934,GHCNd,USS0014F16S,US,Hyndman,43.71,-114.16,2267.7,20030901,20220831,19,95,373,-0.0418,0.21,1.21,325,183
55935,GHCNd,USS0014F17S,US,Galena,43.88,-114.67,2276.9,20050901,20220831,17,98,389,-0.0378,0.2233,1.57,458,204
55936,GHCNd,USS0014F19S,US,Chocolate Gulch,43.77,-114.42,1962.9,20030727,20220831,20,105,386,0.1299,0.2567,1.18,324,175
55937,GHCNd,USS0014G01S,US,Bostetter R.S.,42.16,-114.19,2286,20060901,20220831,16,104,399,0.1866,0.2533,1.36,407,182
55938,GHCNd,USS0014G02S,US,Magic Mountain,42.18,-114.29,2097,19990917,20220831,23,107,408,0.1975,0.2667,1.54,478,187
55939,GHCNd,USS0014H04S,US,Jakes Creek,41.57,-115.03,2133.6,20120326,20220831,10,104,370,0.2294,0.2533,0.61,157,125
55940,GHCNd,USS0014K01S,US,Bird Creek,39.46,-114.65,2286,20110901,20220831,11,105,373,0.3538,0.2567,0.42,93,89
55941,GHCNd,USS0014K02S,US,Berry Creek,39.32,-114.62,2773.7,19980928,20220831,24,90,397,0.0693,0.1867,1.54,450,203
55942,GHCNd,USS0014K05S,US,Ward Mountain,39.13,-114.96,2804.2,19980928,20220831,24,98,407,0.3376,0.2233,1.24,342,171
55943,GHCNd,USS0014K07S,US,Silver Creek Nv,39.23,-114.24,2438.4,20120428,20220831,10,94,369,0.2407,0.2067,0.56,131,141
55944,GHCNd,USS0014K08S,US,Cave Mountain,39.16,-114.61,3225.7,20110901,20220831,11,85,376,0.0841,0.16,1.03,261,189
55945,GHCNd,USS0014K09S,US,Defiance Mines,39.09,-114.9,2804.2,20120505,20220831,10,91,398,0.2148,0.19,1.28,365,183
55946,GHCNd,USS0014K10S,US,Kalamazoo,39.56,-114.63,2360.4,20110901,20220831,11,100,380,0.2855,0.2333,0.72,181,139
55947,GHCNd,USS0014L04S,US,Wheeler Peak,39.01,-114.31,3084.6,20100901,20220831,12,85,382,0.0303,0.16,1.27,347,202
55948,GHCNd,USS0015A03S,US,Hawkins Lake,48.97,-115.95,1966,19960902,20220831,25,104,410,-0.0817,0.2533,2.16,711,226
55949,GHCNd,USS0015A05S,US,Garver Creek,48.98,-115.82,1295.4,20020901,20220831,20,121,383,0.1831,0.3367,1,302,189
55950,GHCNd,USS0015A08S,US,Banfield Mountain,48.57,-115.45,1706.9,20010901,20220831,21,111,400,0.0909,0.2867,1.57,481,203
55951,GHCNd,USS0015A12S,US,Poorman Creek,48.13,-115.62,1554.5,19980901,20220831,24,117,450,0.1071,0.3167,2.7,977,215
55952,GHCNd,USS0015B02S,US,Lookout,47.46,-115.71,1566.7,20020901,20220831,20,129,437,0.2753,0.3767,2.07,728,201
55953,GHCNd,USS0015B09S,US,Sunset,47.56,-115.82,1688.6,20120901,20220831,10,121,413,0.2102,0.3367,1.63,535,197
55954,GHCNd,USS0015B14S,US,Lost Lake,47.07,-115.96,1862.3,20090901,20220831,13,114,484,0.0627,0.3033,3.6,1439,241
55955,GHCNd,USS0015B21S,US,Humboldt Gulch,47.53,-115.78,1295.4,20120901,20220831,9,127,407,0.2799,0.3667,1.36,439,179
55956,GHCNd,USS0015C04S,US,Shanghi Summit,46.57,-115.74,1392.9,19990917,20220831,23,126,433,0.2936,0.36,1.95,656,185
55957,GHCNd,USS0015C05S,US,Pierce R.S.,46.49,-115.8,938.8,20090930,20220831,13,139,401,0.4241,0.4233,0.93,275,142
55958,GHCNd,USS0015C06S,US,Hemlock Butte,46.48,-115.63,1770.9,19990917,20220831,22,115,478,0.1518,0.3067,3.28,1251,225
55959,GHCNd,USS0015C09S,US,Crater Meadows,46.56,-115.29,1816.6,19990930,20220831,22,111,473,0.0801,0.2867,3.3,1259,231
55960,GHCNd,USS0015C10S,US,Hoodoo Basin,46.98,-115.03,1844,20020901,20220831,20,110,461,0.0537,0.2833,3.08,1170,245
55961,GHCNd,USS0015C16S,US,Cool Creek,46.76,-115.3,1914.1,20000825,20220831,23,114,485,0.1308,0.3,3.48,1359,249
55962,GHCNd,USS0015D01S,US,Secesh Summit,45.19,-115.97,1987.3,20030820,20220831,20,107,415,-0.0264,0.2667,2.17,714,203
55963,GHCNd,USS0015D06S,US,Mountain Meadows,45.7,-115.23,1938.5,20000901,20220831,22,105,408,0.0009,0.26,1.94,641,219
55964,GHCNd,USS0015E02S,US,Big Creek Summit,44.63,-115.79,2005.6,20000901,20220831,22,105,431,0.0626,0.26,2.35,790,217
55965,GHCNd,USS0015E04S,US,Deadwood Summit,44.54,-115.56,2090.9,20020813,20220831,20,99,450,-0.0624,0.23,3.05,1089,232
55966,GHCNd,USS0015E08S,US,Cozy Cove,44.29,-115.66,1639.8,20100901,20220831,12,116,395,0.2174,0.31,1.21,351,159
55967,GHCNd,USS0015E09S,US,Jackson Peak,44.05,-115.44,2154.9,19960930,20220831,26,100,419,0.0281,0.2367,2.15,704,215
55968,GHCNd,USS0015E11S,US,Banner Summit,44.3,-115.23,2145.8,20000901,20220831,22,101,411,-0.0317,0.24,2.08,678,209
55969,GHCNd,USS0015F01S,US,Mores Creek Summit,43.93,-115.67,1859.3,19980930,20220831,24,109,435,0.1885,0.2767,2.21,739,197
55970,GHCNd,USS0015F04S,US,Atlanta Summit,43.76,-115.24,2310.4,19960901,20220831,25,100,428,0.0243,0.2367,2.36,790,214
55971,GHCNd,USS0015F05S,US,Trinity Mtn.,43.63,-115.44,2368.3,20000830,20220831,22,96,439,-0.0339,0.2167,2.73,942,242
55972,GHCNd,USS0015F06S,US,Prairie,43.51,-115.57,1463,20170901,20220828,5,120,393,0.4113,0.3333,0.76,165,123
55973,GHCNd,USS0015F09S,US,Camas Creek Divide,43.27,-115.35,1740.4,20100901,20220831,12,114,393,0.268,0.3,1.06,282,144
55974,GHCNd,USS0015F14S,US,Graham Guard Sta.,43.95,-115.27,1734.3,19961012,20220831,26,111,388,0.1613,0.29,1.16,319,154
55975,GHCNd,USS0015G02S,US,Wilson Creek,42.01,-115,2170.2,20030901,20220831,19,105,396,0.2305,0.26,1.19,350,168
55976,GHCNd,USS0015H01S,US,Bear Creek,41.83,-115.45,2450.6,20080901,20220831,14,98,406,0.1424,0.2267,1.62,487,193
55977,GHCNd,USS0015H03S,US,Seventysix Creek,41.74,-115.47,2164.1,19990901,20220831,23,103,387,0.2343,0.25,0.98,273,156
55978,GHCNd,USS0015H04S,US,Big Bend,41.76,-115.69,2042.2,20000901,20220831,22,107,382,0.2797,0.27,0.77,213,152
55979,GHCNd,USS0015h07S,US,Fry Canyon,41.58,-115.93,2042.2,20141008,20161122,2,107,375,0.271,0.27,0.64,144,127
55980,GHCNd,USS0015H09S,US,Taylor Canyon,41.23,-116.03,1889.8,20040901,20220831,18,112,381,0.398,0.2933,0.51,120,109
55981,GHCNd,USS0015H14S,US,Pole Creek R.S.,41.87,-115.25,2539,20020901,20220831,20,94,406,0.0923,0.2067,1.72,548,223
55982,GHCNd,USS0015H19S,US,Stag Mountain,41.41,-115.45,2377.4,20120112,20220831,11,103,368,0.2661,0.25,0.47,111,106
55983,GHCNd,USS0015H20S,US,Merritt Mountain,41.89,-115.86,2133.6,20120112,20220831,11,105,374,0.2612,0.26,0.62,156,120
55984,GHCNd,USS0015H24S,US,Draw Creek,41.66,-115.32,2194.6,20020901,20220831,20,105,391,0.2632,0.26,1.02,290,161
55985,GHCNd,USS0015J01S,US,Dorsey Basin,40.89,-115.2,2468.9,20000901,20220831,22,98,396,0.2297,0.2267,1.2,348,179
55986,GHCNd,USS0015j03S,US,Dry Creek,40.86,-115.22,1981.2,20130901,20161115,4,110,373,0.3833,0.2833,0.36,80,89
55987,GHCNd,USS0015J06S,US,Lamoille #3,40.65,-115.38,2347,19960901,20220831,26,88,380,0.0211,0.1767,1.24,337,169
55988,GHCNd,USS0015J09S,US,Green Mountain,40.38,-115.53,2438.4,20010901,20220831,21,100,415,0.3604,0.2333,1.38,415,168
55989,GHCNd,USS0015J12S,US,Corral Canyon,40.28,-115.53,2590.8,20010901,20220831,21,100,420,0.3312,0.2333,1.57,492,191
55990,GHCNd,USS0015J15S,US,Hole-in-Mountain,40.94,-115.1,2407.9,19980901,20220831,19,98,391,0.0994,0.2267,1.35,398,179
55991,GHCNd,USS0015j20S,US,Pole Canyon,40.86,-115.12,2347,20130901,20161115,4,101,384,0.2355,0.24,0.91,238,151
55992,GHCNd,USS0015J22S,US,Tent Mtn Lower,40.98,-115.17,2133.6,20120901,20220831,10,106,385,0.3009,0.2633,0.81,213,130
55993,GHCNd,USS0015K03S,US,Diamond Peak,39.56,-115.84,2448.5,20030901,20220831,19,98,382,0.3272,0.2233,0.68,175,141
55994,GHCNd,USS0015K04S,US,Vacarro Spring,39.45,-115.98,2388.4,20110901,20220831,11,104,392,0.4014,0.2533,0.77,204,141
55995,GHCNd,USS0015L01S,US,White River Nv,38.95,-115.38,2267.7,20120106,20220831,11,105,372,0.3704,0.2567,0.35,76,78
55996,GHCNd,USS0015L02S,US,Corduroy Flat,39,-115.42,2657.9,20120106,20220831,11,98,363,0.2876,0.2233,0.31,55,72
55997,GHCNd,USS0015N09S,US,Bristlecone Trail,36.32,-115.7,2736.8,20080901,20220831,14,93,390,0.3309,0.2,0.87,211,128
55998,GHCNd,USS0015N10S,US,Lee Canyon,36.31,-115.68,2629.2,20080901,20220831,14,96,393,0.3686,0.2133,0.86,212,135
55999,GHCNd,USS0015N11S,US,Rainbow Canyon,36.25,-115.63,2414,20080901,20220831,14,103,407,0.5147,0.2467,0.88,216,106
56000,GHCNd,USS0016A04S,US,Mosquito Ridge,48.06,-116.23,1585,20110901,20220831,11,117,445,0.1601,0.3167,2.48,906,220
56001,GHCNd,USS0016A08S,US,Bear Mountain,48.31,-116.07,1645.9,19990917,20220831,21,114,494,0.0737,0.3033,3.8,1540,246
56002,GHCNd,USS0016A10S,US,Schweitzer Basin,48.37,-116.64,1856.2,19990917,20220831,22,113,483,0.0922,0.2967,3.51,1366,237
56003,GHCNd,USS0016A12S,US,Hidden Lake,48.89,-116.76,1536.2,20000923,20220831,22,114,435,0.0302,0.3,2.51,879,217
56004,GHCNd,USS0016A14S,US,Myrtle Creek,48.72,-116.46,1072.9,20031022,20220831,19,134,384,0.3322,0.4,0.71,196,115
56005,GHCNd,USS0016B14S,US,Mica Creek,47.15,-116.27,1374.6,20020901,20220831,19,131,433,0.3504,0.3867,1.82,629,191
56006,GHCNd,USS0016C01S,US,Sherwin,46.95,-116.34,975.4,20140901,20220831,8,141,406,0.4767,0.4333,0.94,272,132
56007,GHCNd,USS0016C02S,US,Moscow Mountain,46.81,-116.85,1432.6,20001019,20220831,22,129,429,0.3865,0.3767,1.65,523,170
56008,GHCNd,USS0016C20S,US,Elk Butte,46.84,-116.12,1734.3,19990917,20220831,23,119,458,0.2375,0.3267,2.64,952,213
56009,GHCNd,USS0016D08S,US,West Branch,45.07,-116.45,1694.7,20140901,20220831,8,116,418,0.201,0.31,1.78,544,177
56010,GHCNd,USS0016D09S,US,Brundage Reservoir,45.04,-116.13,1905,20040901,20220831,18,106,425,0.0233,0.2633,2.3,754,210
56011,GHCNd,USS0016E05S,US,Squaw Flat,44.77,-116.25,1902,20020823,20220828,20,109,414,0.1056,0.2767,1.87,593,194
56012,GHCNd,USS0016E10S,US,Bear Saddle,44.61,-116.98,1883.7,20120910,20220831,10,112,414,0.204,0.2933,1.68,503,184
56013,GHCNd,USS0016E11S,US,Bear Basin,44.95,-116.14,1630.7,20000901,20220831,22,115,404,0.2131,0.3067,1.43,441,193
56014,GHCNd,USS0016E14S,US,Van Wyck,44.38,-116.34,1499.6,20010930,20220831,20,122,396,0.4146,0.34,0.83,215,126
56015,GHCNd,USS0016E18S,US,Long Valley,44.79,-116.09,1490.5,20011030,20220831,21,120,374,0.2081,0.33,0.73,191,130
56016,GHCNd,USS0016F02S,US,Bogus Basin,43.76,-116.1,1932.4,19990923,20220831,23,107,430,0.2779,0.27,1.89,606,191
56017,GHCNd,USS0016F08S,US,Reynolds Creek,43.29,-116.85,1706.9,19990930,20220831,22,118,380,0.4343,0.32,0.41,92,102
56018,GHCNd,USS0016G01S,US,South Mtn.,42.76,-116.9,1981.2,19981103,20220831,24,107,401,0.3053,0.27,1.16,334,159
56019,GHCNd,USS0016G07S,US,Mud Flat,42.6,-116.56,1746.5,20020901,20220831,20,118,387,0.4221,0.32,0.61,155,115
56020,GHCNd,USS0016H02S,US,Jack Creek Upper,41.55,-116.01,2209.8,19980901,20220831,24,105,406,0.2228,0.26,1.44,451,185
56021,GHCNd,USS0016H03S,US,Midas,41.27,-116.8,2133.6,20120111,20220831,11,111,383,0.4433,0.29,0.48,111,82
56022,GHCNd,USS0016H04S,US,Jacks Peak,41.53,-116.01,2566.4,20000901,20220831,22,103,429,0.1858,0.2467,2.06,715,216
56023,GHCNd,USS0016H05S,US,Laurel Draw,41.78,-116.03,2041.2,20030901,20220831,19,108,390,0.3071,0.2733,0.92,261,147
56024,GHCNd,USS0016H06S,US,Columbia Basin,41.67,-116.07,2026.9,20120331,20220831,10,110,388,0.3324,0.2833,0.81,205,109
56025,GHCNd,USS0016H07S,US,Toe Jam,41.32,-116.34,2347,20090901,20220831,13,102,408,0.2915,0.2433,1.37,418,176
56026,GHCNd,USS0016H08S,US,Fawn Creek,41.82,-116.1,2133.6,20020901,20220831,20,105,412,0.3302,0.26,1.37,423,177
56027,GHCNd,USS0016H11S,US,Snowstorm Mtn,41.34,-116.98,2261.6,20120111,20220831,11,106,403,0.3957,0.2633,1.04,278,161
56028,GHCNd,USS0016J01S,US,Lewis Peak,40.36,-116.86,2255.5,20010901,20220831,21,108,407,0.4526,0.2733,1.02,294,150
56029,GHCNd,USS0017A01S,US,Bunchgrass Mdw,48.69,-117.18,1524,20040901,20220831,18,119,430,0.1606,0.3267,2.14,725,220
56030,GHCNd,USS0017B04S,US,Quartz Peak,47.88,-117.09,1432.6,20030901,20220831,19,125,427,0.2877,0.3567,1.81,590,186
56031,GHCNd,USS0017B06S,US,Ragged Mountain,47.86,-117.04,1283.2,20060926,20220831,15,134,433,0.3788,0.3967,1.76,604,179
56032,GHCNd,USS0017C04S,US,Spruce Springs,46.18,-117.54,1737.4,20000720,20220831,23,118,401,0.2032,0.32,1.38,416,166
56033,GHCNd,USS0017C05S,US,Touchet,46.12,-117.85,1685.5,20010707,20220831,22,120,443,0.2863,0.33,2.18,754,192
56034,GHCNd,USS0017C06S,US,Sourdough Gulch,46.24,-117.39,1219.2,20000930,20220831,22,135,385,0.5395,0.4033,0.33,71,68
56035,GHCNd,USS0017D02S,US,Aneroid Lake #2,45.21,-117.19,2255.5,20000901,20220831,21,100,390,-0.1891,0.2333,1.9,604,241
56036,GHCNd,USS0017D06S,US,Moss Springs,45.27,-117.69,1755.6,19980721,20220831,25,116,422,0.1571,0.3133,1.95,651,206
56037,GHCNd,USS0017D07S,US,Taylor Green,45.08,-117.55,1749.6,19990901,20220831,23,118,411,0.2163,0.32,1.57,496,175
56038,GHCNd,USS0017D08S,US,Schneider Meadows,45,-117.17,1645.9,19990901,20220831,23,118,439,0.2261,0.3233,2.2,737,194
56039,GHCNd,USS0017D18S,US,Mt. Howard,45.27,-117.17,2411,20020916,20220831,20,102,385,-0.036,0.2433,1.47,445,220
56040,GHCNd,USS0017D20S,US,Milk Shakes,45.98,-117.95,1700.8,20070920,20220831,15,118,472,0.2535,0.32,2.92,1105,216
56041,GHCNd,USS0017H02S,US,Buckskin Lower,41.75,-117.53,2107.7,20040901,20220831,18,109,400,0.3739,0.28,1,288,154
56042,GHCNd,USS0017H07S,US,Lamance Creek,41.52,-117.63,1828.8,20000901,20220831,22,115,402,0.4725,0.3067,0.85,223,118
56043,GHCNd,USS0017H08S,US,Granite Peak,41.67,-117.57,2603.9,19990901,20220831,23,97,418,0.2456,0.22,1.7,511,192
56044,GHCNd,USS0017J02S,US,Golconda,40.88,-117.59,2010.5,20110930,20220831,11,110,391,0.478,0.2833,0.58,136,104
56045,GHCNd,USS0017K04S,US,Big Creek Sum,39.29,-117.11,2650.2,20030901,20220831,18,94,413,0.2253,0.2067,1.62,493,192
56046,GHCNd,USS0018A19S,US,Gold Mountain,48.19,-118.46,1338.1,20140930,20220831,8,126,391,0.3156,0.36,0.93,262,144
56047,GHCNd,USS0018A21S,US,Sentinel Butte,48.86,-118.4,1426.5,20030901,20220831,19,121,386,0.2108,0.3367,1,290,175
56048,GHCNd,USS0018A26S,US,Gold Axe Camp,48.95,-118.99,1633.7,20100930,20220831,12,114,377,0.1471,0.3033,0.91,254,161
56049,GHCNd,USS0018D04S,US,Emigrant Springs,45.56,-118.45,1158.2,20010901,20220831,21,137,399,0.5382,0.4133,0.65,165,95
56050,GHCNd,USS0018D06S,US,Lucky Strike,45.27,-118.85,1514.9,20041101,20220831,18,125,385,0.3264,0.3533,0.76,209,136
56051,GHCNd,USS0018D08S,US,County Line,45.19,-118.55,1472.2,20010705,20220831,21,127,372,0.3275,0.3667,0.44,105,86
56052,GHCNd,USS0018D09S,US,Beaver Reservoir,45.15,-118.22,1569.7,20040901,20220831,18,126,392,0.2949,0.36,0.98,293,157
56053,GHCNd,USS0018D19S,US,High Ridge,45.7,-118.11,1499.6,20041012,20220831,18,127,441,0.3632,0.3667,1.98,687,188
56054,GHCNd,USS0018D20S,US,Bowman Springs,45.36,-118.47,1380.7,20060901,20220831,16,129,392,0.3921,0.3733,0.79,221,137
56055,GHCNd,USS0018D21S,US,Wolf Creek,45.07,-118.15,1716,20050901,20220831,17,120,405,0.2249,0.3333,1.41,439,174
56056,GHCNd,USS0018E03S,US,Eilertson Meadows,44.87,-118.11,1679.4,20030901,20220831,19,120,377,0.1474,0.33,0.92,256,148
56057,GHCNd,USS0018E05S,US,Bourne,44.83,-118.19,1783.1,20060901,20220831,16,116,391,0.1139,0.3133,1.32,385,168
56058,GHCNd,USS0018E08S,US,Gold Center,44.76,-118.31,1649,20040901,20220831,18,123,390,0.2332,0.3433,1.05,300,149
56059,GHCNd,USS0018E09S,US,Tipton,44.66,-118.43,1569.7,19971025,20220831,25,128,398,0.2826,0.37,1.14,344,165
56060,GHCNd,USS0018E16S,US,Blue Mountain Spring,44.25,-118.52,1789.2,19980901,20220831,24,120,400,0.1866,0.33,1.39,421,167
56061,GHCNd,USS0018E18S,US,Lake Creek R.S.,44.21,-118.64,1597.2,19980901,20220831,23,126,389,0.2566,0.36,0.99,278,139
56062,GHCNd,USS0018F01S,US,Rock Springs,44.01,-118.84,1612.4,20060901,20220831,16,126,378,0.3261,0.36,0.6,156,109
56063,GHCNd,USS0018G01S,US,Silvies,42.75,-118.69,2130.6,19981107,20220831,24,111,395,0.263,0.2867,1.11,316,167
56064,GHCNd,USS0018G02S,US,Fish Creek,42.71,-118.63,2334.8,19970926,20220831,25,105,427,0.1627,0.2567,2.06,675,205
56065,GHCNd,USS0018H01S,US,Disaster Peak,41.97,-118.19,1981.2,20040901,20220831,18,116,389,0.4485,0.3133,0.59,150,101
56066,GHCNd,USS0018H02S,US,Summit Lk,41.49,-119,2319.2,20110915,20220831,11,107,397,0.3995,0.27,0.88,238,155
56067,GHCNd,USS0019A02S,US,Salmon Meadows,48.66,-119.84,1359.4,20001016,20220831,22,118,381,0.1583,0.32,1.01,278,161
56068,GHCNd,USS0019A09S,US,Muckamuck,48.59,-119.87,1362.5,20140901,20220831,8,121,379,0.2115,0.3367,0.83,221,135
56069,GHCNd,USS0019A13S,US,Moses Mtn,48.36,-119.08,1527,20030901,20220831,19,113,388,0.1429,0.2967,1.18,339,181
56070,GHCNd,USS0019D02S,US,Arbuckle Mtn,45.19,-119.25,1758.7,20030901,20220831,19,119,405,0.2165,0.3267,1.44,453,173
56071,GHCNd,USS0019D03S,US,Madison Butte,45.11,-119.5,1569.7,20011010,20220831,21,128,383,0.4135,0.37,0.54,133,105
56072,GHCNd,USS0019E03S,US,Derr.,44.45,-119.93,1783.1,20050901,20220831,17,120,396,0.2214,0.3333,1.21,371,159
56073,GHCNd,USS0019E07S,US,Starr Ridge,44.26,-119.02,1600.2,20050901,20220831,17,128,381,0.3082,0.37,0.7,192,129
56074,GHCNd,USS0019F01S,US,Snow Mountain,43.95,-119.54,1898.9,20040901,20220831,17,117,384,0.2279,0.3167,0.93,255,167
56075,GHCNd,USS0019k03S,US,Little Valley,39.25,-119.88,1984.2,20130901,20161120,3,123,386,0.5099,0.3433,0.4,92,98
56076,GHCNd,USS0019K04S,US,Marlette Lake,39.16,-119.9,2401.8,19960901,20220831,26,108,434,0.3081,0.2733,1.93,608,186
56077,GHCNd,USS0019K07S,US,Mt Rose Ski Area,39.32,-119.89,2682.5,19980901,20220831,24,101,471,0.1775,0.24,3.05,1078,210
56078,GHCNd,USS0019K08S,US,Big Meadow,39.46,-119.94,2514.3,20060901,20220831,16,111,439,0.4215,0.2867,1.82,566,177
56079,GHCNd,USS0019L03S,US,Hagan's Meadow,38.85,-119.94,2370.1,19980901,20220831,24,109,414,0.2454,0.2767,1.6,455,155
56080,GHCNd,USS0019L05S,US,Blue Lakes,38.61,-119.92,2455.8,19980901,20220831,24,109,431,0.2038,0.2767,2.08,665,206
56081,GHCNd,USS0019L06S,US,Poison Flat,38.51,-119.63,2357.9,20001023,20220831,22,109,420,0.3077,0.2767,1.6,485,171
56082,GHCNd,USS0019L07S,US,Sonora Pass,38.31,-119.6,2690.5,19980917,20220831,24,102,420,0.0579,0.2433,2.11,650,195
56083,GHCNd,USS0019L08S,US,Leavitt Meadows,38.3,-119.55,2194,19990816,20220831,24,111,394,0.2421,0.29,1.14,296,118
56084,GHCNd,USS0019L13S,US,Virginia Lakes Ridge,38.07,-119.23,2878.8,20010901,20220831,21,96,400,0.0184,0.2167,1.72,481,182
56085,GHCNd,USS0019L17S,US,Lobdell Lake,38.44,-119.37,2814.2,20040901,20220831,18,97,395,0.0725,0.22,1.5,412,158
56086,GHCNd,USS0019L19S,US,Ebbetts Pass,38.55,-119.8,2671.6,20000901,20220831,22,103,445,0.1276,0.2467,2.56,863,188
56087,GHCNd,USS0019L24S,US,Heavenly Valley,38.92,-119.92,2615.8,19990901,20220831,23,103,429,0.2169,0.25,2.01,622,181
56088,GHCNd,USS0019L38S,US,Leavitt Lake,38.28,-119.61,2931.3,20000901,20220831,22,97,501,-0.0047,0.22,4.12,1590,236
56089,GHCNd,USS0019L39S,US,Spratt Creek,38.67,-119.82,1863.9,19990901,20220831,23,125,403,0.5118,0.3567,0.8,193,89
56090,GHCNd,USS0019L40S,US,Monitor Pass,38.67,-119.61,2532.9,20010901,20220831,21,106,411,0.29,0.2633,1.44,420,161
56091,GHCNd,USS0019L41S,US,Burnside Lake,38.72,-119.89,2477.7,20030921,20220831,19,106,437,0.2044,0.2633,2.21,718,181
